correcteds,correctors,created_at,PASS,Highest C Piscine,Final exam score,Number of group assignments,level,penalty
97,140,3,1,8,66,2,6.61,0
34,31,7,0,7,66,4,7.5,0
71,99,3,1,8,66,4,8.75,0
46,46,7,0,9,66,2,7.43,0
2,0,7,0,0,,0,0,0
0,0,7,0,0,,0,0,0
4,1,7,0,0,,0,0,0
43,60,7,0,9,42,4,7.15,0
18,33,7,0,4,0,3,5.13,0
34,45,7,0,8,66,4,7.93,0
11,14,7,0,2,0,3,2.36,0
26,36,7,0,8,42,4,8.51,0
27,26,7,0,4,36,4,5.59,0
25,24,7,0,2,30,4,3.05,0
89,62,7,0,8,60,3,6.66,0
72,76,3,1,8,66,4,7.09,0
23,34,7,0,11,48,2,11.81,0
40,37,7,0,8,72,4,9.12,0
59,67,3,1,8,66,4,8.61,0
43,64,7,0,11,0,4,6.94,0
0,0,7,0,0,0,0,0,0
49,36,7,0,6,12,3,5.04,0
4,2,7,0,0,,0,0,0
10,9,7,0,0,,1,2.27,0
81,88,3,1,10,66,4,9.19,0
78,99,3,1,8,66,4,6.98,0
52,68,3,1,11,66,2,7.9,0
36,50,3,1,6,66,1,7.24,0
66,76,3,1,8,66,4,8.35,0
0,0,7,0,0,,0,0,0
142,134,3,1,6,66,4,7.1,0
21,16,7,0,3,36,3,4.56,0
103,127,3,1,9,66,4,8.36,0
48,43,7,0,8,66,4,9.49,0
59,63,7,0,11,42,4,7.38,0
41,24,7,0,4,18,3,4.82,0
149,139,3,1,8,66,4,8.4,0
32,26,7,0,4,42,1,4.5,0
84,84,3,1,11,66,3,10.21,0
35,42,7,0,6,48,4,6.44,0
20,28,7,0,7,60,0,7.64,0
100,118,3,1,9,66,3,7.15,0
59,41,7,0,8,24,4,6.61,0
62,57,3,1,8,66,3,5.44,0
90,124,3,1,8,66,1,7.35,0
2,0,7,0,0,,0,0,0
52,62,7,0,11,66,3,8.59,0
0,0,7,0,0,,0,0,0
135,87,3,1,8,66,2,7.65,0
51,50,7,0,9,66,3,7.61,0
73,116,3,1,6,66,4,6,0
116,109,3,1,8,66,4,8.41,0
25,44,7,0,7,60,3,6.94,0
1,2,7,0,0,,0,0,0
67,75,7,0,11,0,4,9.51,0
13,6,7,0,0,,0,1.12,0
3,0,7,0,0,0,0,0,0
16,21,7,0,3,60,1,5.07,0
43,50,7,0,9,60,4,8.76,0
42,60,7,0,8,78,4,8.21,0
34,27,7,0,3,0,1,2.57,0
0,0,7,0,0,,0,0,0
92,103,3,1,8,66,4,8.1,0
63,70,3,1,10,66,4,7.93,0
23,28,7,0,8,0,3,4.47,0
9,12,7,0,1,,2,2.58,0
34,48,7,0,8,66,2,7.66,0
25,27,7,0,6,60,3,6.36,0
52,63,3,1,8,66,3,10.28,0
97,77,3,1,8,66,4,9.39,0
16,19,7,0,6,0,2,5.77,0
82,87,3,1,8,66,4,8.34,0
31,38,3,1,6,66,4,6.49,0
34,48,3,1,11,66,2,10.98,0
6,6,7,0,0,,0,0.55,0
61,72,3,1,8,66,3,6.26,0
30,43,3,1,8,66,1,6.85,0
1,0,7,0,0,,0,0,0
123,141,3,1,8,66,2,6.36,0
41,52,3,1,6,66,3,6.77,0
77,76,3,1,8,66,4,8.67,0
58,52,7,0,11,72,2,10.81,0
31,56,3,1,4,66,4,4.59,0
65,66,3,1,9,66,4,8.67,0
5,10,7,0,2,,0,2.1,0
45,60,7,0,9,0,3,11.41,0
40,37,7,0,8,0,1,5.98,0
0,3,7,0,0,0,0,0,0
11,12,7,0,1,,1,1.87,0
125,117,3,1,9,66,4,9.06,0
46,45,7,0,9,0,4,10.35,0
30,40,7,0,6,0,1,4.04,0
1,7,7,0,0,0,1,1.53,0
38,58,3,1,7,66,4,7.39,0
7,7,7,0,1,,1,2.82,0
29,48,7,0,9,42,4,8.25,0
60,80,3,1,6,66,3,7.97,0
80,72,3,1,11,66,4,10.11,0
39,42,7,0,7,48,2,7.17,0
73,56,7,0,9,72,3,9.57,0
20,24,7,0,3,,1,2.97,0
39,64,7,0,8,66,3,7.07,0
33,40,3,1,4,66,4,6.53,0
3,5,7,0,0,0,2,0.55,0
74,72,3,1,6,66,4,7.64,0
67,80,3,1,8,66,4,8.25,0
40,55,7,0,8,66,4,7.3,0
40,40,3,1,7,66,4,7.14,0
24,34,7,0,9,66,3,9.37,0
50,41,7,0,10,66,4,9.38,0
28,18,7,0,1,0,1,1.23,0
15,34,7,0,7,66,4,10.96,0
15,41,7,0,9,84,1,11.24,0
89,117,3,1,9,66,4,8.79,0
9,16,7,0,0,0,1,0.55,0
61,72,7,0,11,60,4,8.99,0
78,92,3,1,9,66,4,6.83,0
45,57,3,1,9,66,4,9.86,0
34,33,7,0,4,30,3,3.98,0
102,59,7,0,9,30,4,7.59,0
89,85,3,1,8,66,2,7.85,0
21,24,7,0,2,,2,4.03,0
37,49,7,0,9,54,4,9.4,0
56,72,3,1,11,66,4,6.89,0
62,94,3,1,9,66,3,8.36,0
13,13,7,0,1,0,3,1.19,0
30,44,7,0,7,66,1,7.88,0
0,4,7,0,0,,0,0,0
73,86,3,1,10,66,3,8,0
60,71,3,1,10,66,2,7.83,0
41,47,7,0,8,36,3,6.61,0
30,45,3,1,6,66,1,4.63,0
38,49,7,0,8,66,3,8.16,0
44,65,7,0,11,42,2,10.96,0
14,3,7,0,0,0,0,0.58,0
7,10,7,0,1,,0,1.09,0
60,72,3,1,9,66,3,10.39,0
32,52,3,1,8,66,4,6.73,0
65,64,7,0,11,24,3,8.29,0
38,54,3,1,9,66,2,7.98,0
37,47,3,1,11,66,3,10.47,0
202,207,3,1,10,66,4,8.88,0
76,90,3,1,11,66,4,9.13,0
54,60,3,1,8,66,3,7.63,0
17,23,3,1,3,66,3,5.8,0
147,116,3,1,10,66,4,8.56,0
28,37,3,1,8,66,4,7.23,0
37,49,7,0,8,48,4,7.17,0
29,37,7,0,4,66,2,6.6,0
16,19,7,0,4,36,4,5.1,0
33,46,3,1,9,66,4,6.93,0
85,57,7,0,11,18,4,7.28,0
46,63,3,1,4,66,3,4.76,0
87,103,3,1,7,66,4,9.3,0
7,11,7,0,1,0,0,1.09,0
37,38,3,1,11,66,2,9.03,0
46,45,3,1,9,66,4,8.54,0
36,54,7,0,6,30,3,4.53,0
3,2,7,0,0,0,2,0,0
101,117,3,1,8,66,3,8.31,0
58,56,7,0,8,66,3,6.98,0
62,53,7,0,7,18,4,5.86,0
33,38,7,0,9,60,2,8.32,0
121,111,3,1,8,66,3,6.62,0
24,30,7,0,10,66,3,9.68,0
55,64,3,1,8,66,3,7.06,0
53,71,3,1,5,66,4,5.93,0
9,12,7,0,1,,0,1.09,0
147,144,3,1,11,66,4,9.02,0
38,60,7,0,11,72,4,10.12,0
0,0,7,0,0,,0,0,0
44,48,7,0,9,60,2,7.89,0
63,33,7,0,1,48,4,4.52,0
54,60,7,0,11,66,3,8.69,0
37,43,3,1,6,66,4,6.73,0
18,16,7,0,3,0,2,5.61,0
43,53,7,0,9,12,3,5.76,0
14,15,7,0,2,18,3,2.44,0
125,118,3,1,9,66,4,13.17,0
61,60,7,0,8,66,4,5.25,0
52,46,7,0,8,6,4,6.63,0
61,79,7,0,11,66,4,8.41,0
4,0,7,0,0,,0,0,0
25,37,7,0,6,48,2,6.63,0
0,0,7,0,0,,0,0,0
125,66,7,0,9,48,4,9.19,0
51,47,7,0,9,72,3,10.61,0
15,16,7,0,1,,2,1.15,0
139,126,3,1,8,66,4,7.75,0
76,59,3,1,9,66,4,10.57,0
13,25,7,0,3,0,2,3.58,0
21,24,7,0,3,6,2,2.96,0
0,0,7,0,0,,0,0,0
16,31,7,0,7,60,1,7.01,0
46,65,3,1,8,66,4,8.42,0
164,132,3,1,8,66,4,8.67,0
31,34,7,0,8,42,3,7.41,0
16,30,7,0,4,60,4,5.97,0
0,6,7,0,0,0,0,0.55,0
60,55,3,1,11,66,3,9.91,0
97,85,3,1,8,66,4,6.89,0
57,53,7,0,9,66,3,9.89,0
44,56,7,0,9,72,3,7.55,0
15,28,7,0,3,66,2,6.92,0
76,74,3,1,8,66,2,7.36,0
119,126,3,1,9,66,4,11.45,0
59,71,7,0,9,18,4,7.66,0
14,24,7,0,2,48,2,5.05,0
54,67,3,1,9,66,3,6.35,0
152,22,7,0,4,30,1,3.61,0
72,80,3,1,9,66,4,8.58,0
35,35,7,0,7,60,3,5.78,0
37,51,7,0,9,72,4,9.77,0
56,76,3,1,11,66,2,8.01,0
0,2,7,0,0,,0,0,0
1,1,7,0,0,,1,0.98,0
77,103,3,1,11,66,2,8.36,0
11,12,7,0,0,,2,0.55,0
77,79,7,0,11,48,4,8.18,0
62,50,7,0,9,66,2,8.99,0
0,0,7,0,0,,0,0,0
73,115,3,1,8,66,3,7.7,0
0,2,7,0,0,,0,0,0
3,0,7,0,0,,0,0,0
0,0,7,0,0,,0,0,0
143,118,3,1,9,66,4,8.21,0
35,42,3,1,7,66,3,8,0
0,0,7,0,0,,0,0,0
83,91,3,1,8,66,1,7.8,0
32,34,7,0,8,66,0,8.07,0
13,22,7,0,3,0,3,3.78,0
43,47,7,0,8,60,2,7.9,0
0,0,7,0,0,,0,0,0
14,18,7,0,4,0,0,1.97,0
101,135,3,1,8,66,4,7.78,0
35,44,3,1,6,66,3,7.72,0
14,15,7,0,1,0,1,1.29,0
94,128,3,1,8,66,4,9.14,0
8,9,7,0,1,0,1,1.29,0
65,67,3,1,11,66,3,9.76,0
60,42,7,0,11,72,3,10.51,0
91,135,3,1,10,66,2,8.43,0
31,35,3,1,8,66,2,7.01,0
0,0,7,0,0,,0,0,0
109,97,3,1,10,66,4,8.28,0
13,21,7,0,4,48,2,5.4,0
4,4,7,0,0,,3,2.34,0
38,57,7,0,9,66,1,7.78,0
27,35,7,0,10,72,3,10.26,0
0,0,7,0,0,,0,0,0
14,18,7,0,4,30,3,5.1,0
10,10,7,0,1,0,1,2.04,0
47,49,7,0,8,0,4,7.34,0
22,30,7,0,6,60,1,6.46,0
0,0,7,0,0,,0,0,0
2,4,7,0,0,,0,0.55,0
52,56,7,0,11,54,4,9.57,0
200,151,3,1,10,66,4,8.34,0
128,104,3,1,10,66,4,8,0
85,59,3,1,10,66,4,7.97,0
95,86,3,1,11,66,3,11.38,0
137,137,3,1,10,66,4,9.13,0
4,6,7,0,0,36,2,2.64,0
19,18,7,0,3,0,1,3.9,0
30,38,7,0,9,72,2,9.41,0
51,44,7,0,11,6,3,9.76,0
49,38,7,0,3,72,4,5.83,0
38,46,7,0,11,84,2,10.41,0
0,0,7,0,0,,0,0,0
29,40,7,0,9,42,3,9.42,0
13,15,7,0,3,48,0,3.73,0
45,53,3,1,9,66,3,8.22,0
100,124,3,1,9,66,4,8.73,0
84,90,3,1,8,66,4,7.43,0
117,85,3,1,11,66,4,10.24,0
68,85,3,1,9,66,2,6.65,0
25,33,7,0,6,66,3,7.59,0
44,57,2,1,8,66,3,6.76,0
40,54,7,0,11,72,2,8.89,0
0,0,7,0,0,0,0,0,0
3,8,7,0,0,,1,1.49,0
63,67,7,0,9,6,3,9.29,0
36,49,7,0,9,72,3,8.96,0
8,4,7,0,0,,0,0.55,0
15,20,7,0,3,0,1,3.32,0
68,75,2,1,10,66,4,7.49,0
80,110,2,1,6,66,2,6.71,0
23,35,7,0,6,54,2,5.9,0
83,87,2,1,8,66,2,6.69,0
46,55,2,1,9,66,3,8.25,0
0,0,7,0,0,0,0,0,0
42,59,7,0,7,54,4,7.33,0
48,41,2,1,9,66,4,9.15,0
28,36,7,0,7,48,2,7.12,0
30,33,2,1,8,66,2,5.94,0
5,11,7,0,1,6,2,1.26,0
71,80,2,1,4,66,2,4.56,0
28,39,7,0,8,72,2,9.69,1
66,63,7,0,11,66,4,10.49,0
18,28,7,0,6,60,3,5.32,0
9,10,7,0,3,0,0,2.02,0
24,31,7,0,6,60,3,9.38,0
1,0,7,0,0,48,0,2.85,0
0,0,7,0,0,,0,0,0
0,0,7,0,0,,0,0,0
60,73,2,1,8,66,4,8.51,0
49,44,7,0,11,60,3,8.76,0
28,32,7,0,8,30,1,6.31,0
42,54,7,0,10,24,3,6.32,0
69,60,7,0,9,72,3,10.49,0
66,68,7,0,10,12,4,7.43,0
34,44,2,1,7,66,2,7.97,0
79,109,2,1,8,66,4,6.07,0
18,14,7,0,2,0,2,3.79,0
29,34,7,0,8,54,1,7.1,0
46,60,2,1,11,66,4,10.59,0
27,33,7,0,6,48,3,5.37,0
37,35,7,0,6,0,3,5.31,0
45,57,2,1,8,66,3,8.02,0
17,20,7,0,4,12,3,3.21,0
49,48,7,0,10,66,3,9.94,0
33,43,7,0,11,42,3,11.36,0
111,133,2,1,7,66,3,7.59,0
0,0,7,0,0,,0,0,0
43,52,7,0,7,,3,6.8,0
27,37,7,0,7,66,3,7.32,0
2,0,7,0,0,,0,0,0
93,92,2,1,11,66,4,11.23,0
26,31,7,0,4,,2,3.9,0
28,27,7,0,2,0,2,2.02,0
2,0,7,0,0,36,0,1.91,0
26,30,7,0,3,,2,4.7,0
50,58,2,1,11,66,4,10.08,0
28,30,7,0,8,42,2,6.96,0
80,73,2,1,8,66,3,8.48,0
68,75,2,1,9,66,4,10.18,0
2,0,7,0,0,,0,0,0
86,93,2,1,11,66,3,9.6,0
53,62,2,1,8,66,3,5.49,0
120,115,2,1,9,66,4,9.83,0
88,106,2,1,11,66,3,10.1,0
57,65,7,0,8,54,4,7.81,0
26,34,7,0,9,60,4,8.5,0
75,105,2,1,9,66,4,7.39,0
31,37,2,1,4,66,3,5.73,0
73,83,2,1,11,66,4,9.09,0
0,0,7,0,0,,0,0,0
42,45,2,1,9,66,3,8.86,0
1,2,7,0,0,,0,0,0
10,12,7,0,3,0,1,3.08,0
9,7,7,0,0,,1,0.55,0
49,52,2,1,10,66,4,8.37,0
59,75,2,1,10,66,4,7.23,0
114,132,2,1,9,66,4,10.23,0
5,3,7,0,0,6,0,0.67,0
31,32,7,0,8,72,2,9.51,0
46,54,2,1,11,66,4,9.94,0
50,62,2,1,8,66,3,7.04,0
139,110,2,1,11,66,4,9.8,0
57,62,2,1,9,66,3,10.99,0
74,55,7,0,10,72,4,9.28,0
49,56,2,1,7,66,4,7.55,0
3,5,7,0,0,,1,0.74,0
30,28,7,0,8,42,2,5.49,0
10,21,7,0,4,66,3,8.26,0
46,52,7,0,9,18,4,7.13,0
47,49,2,1,11,66,4,7.57,0
46,42,7,0,9,66,2,8.12,0
102,108,2,1,11,66,4,9.74,0
92,115,2,1,11,66,4,8.93,0
149,157,2,1,8,66,4,9.89,0
64,49,7,0,7,30,3,6.5,0
47,53,2,1,7,66,3,6.26,0
99,89,2,1,8,66,4,7,0
150,145,2,1,11,66,4,11.38,0
141,127,2,1,7,66,3,6.72,0
76,127,2,1,8,66,2,7.73,0
7,5,7,0,0,,1,1.49,0
55,57,7,0,9,66,3,8.88,0
130,149,2,1,11,66,4,10.2,0
89,111,2,1,11,66,4,8.92,0
54,52,7,0,8,48,4,8.26,0
38,52,7,0,11,60,2,9.75,0
54,49,7,0,11,72,1,10.31,0
0,0,7,0,0,,0,0,0
33,42,7,0,11,60,2,11.89,0
56,48,7,0,11,42,4,11.12,0
29,37,7,0,11,72,2,11.4,0
41,36,7,0,11,72,2,10.81,0
67,60,2,1,9,66,2,10.64,0
44,40,7,0,9,66,1,9,0
130,136,2,1,9,66,4,9.03,0
46,54,7,0,8,72,4,9.06,0
1,0,7,0,0,,0,0,0
1,0,7,0,0,,0,0,0
60,42,7,0,6,48,4,6.24,0
16,23,7,0,4,48,2,7.97,0
109,116,2,1,6,66,3,7.09,0
34,38,7,0,7,60,3,7.38,0
33,28,7,0,6,66,1,6.18,0
179,117,2,1,10,66,4,7.96,0
34,39,7,0,6,48,2,6.6,0
48,50,2,1,11,66,4,10.08,0
40,35,7,0,6,66,3,10.86,0
49,39,7,0,8,30,4,7.73,0
19,16,7,0,1,0,2,1.75,0
86,81,2,1,10,66,4,8.46,0
55,43,7,0,6,60,3,7.94,0
169,128,2,1,11,66,4,9.49,0
22,26,7,0,2,,1,2.88,0
27,25,7,0,4,66,1,5.73,0
73,101,2,1,8,66,4,7.78,0
93,91,2,1,11,66,4,10.48,0
100,120,2,1,10,66,3,8.27,0
12,25,7,0,3,54,4,4.86,0
64,37,7,0,6,0,4,6.35,0
53,46,2,1,8,66,2,6.94,0
51,53,7,0,8,12,3,7.08,0
90,104,2,1,11,66,4,9.58,0
22,30,7,0,3,0,3,4.5,0
1,0,7,0,0,0,0,0,0
5,10,7,0,1,0,0,0.93,0
92,96,2,1,11,66,3,9.84,0
17,14,7,0,0,0,1,1.56,0
56,66,2,1,9,66,4,7.92,0
10,8,7,0,1,,1,2.43,0
3,7,7,0,0,0,0,0.55,0
1,0,7,0,0,,0,0,0
103,116,10,1,11,72,3,12.6,0
86,105,10,1,11,72,3,13.18,0
64,74,10,1,11,72,2,10.45,0
44,52,10,1,11,72,4,11.45,0
95,86,10,1,11,72,4,12.14,0
102,79,10,1,11,72,3,13.91,0
51,58,7,0,9,72,3,9.16,0
127,89,10,1,11,72,4,13.42,0
68,62,10,1,11,72,1,10.6,0
80,69,10,1,11,72,3,12.33,0
1,0,7,0,0,0,0,0,0
50,50,7,0,8,6,3,7.46,0
75,97,10,1,11,72,3,10.67,0
35,47,7,0,8,66,3,8.44,0
67,67,10,1,11,72,3,11.5,0
32,32,7,0,7,42,4,9.48,0
45,55,10,1,11,72,2,11.34,0
30,34,7,0,8,36,0,6.03,0
22,28,7,0,4,0,1,3.02,0
91,75,10,1,11,72,4,12.97,0
57,68,10,1,11,72,3,12.64,0
85,90,10,1,11,72,3,12.81,0
83,70,10,1,11,72,2,10.51,0
70,80,10,1,11,72,4,11.26,0
92,84,10,1,11,72,3,11.11,0
0,0,7,0,0,,0,0,0
83,91,10,1,11,72,4,11.95,0
95,108,10,1,11,72,4,14.12,0
49,66,10,1,11,72,3,10.9,0
54,58,10,1,10,72,3,10.17,0
4,4,7,0,0,,0,0.2,0
68,81,10,1,11,72,3,10.98,0
45,46,7,0,6,0,0,3.14,0
11,9,7,0,0,,0,0.5,0
8,12,7,0,3,48,1,4.1,0
56,45,7,0,7,48,2,7.3,0
62,74,10,1,11,72,3,10.82,0
78,76,10,1,11,72,4,11.13,0
58,52,7,0,11,84,4,11.62,0
130,95,10,1,11,72,3,12.27,0
82,99,10,1,11,72,4,11.99,0
66,83,10,1,11,72,3,10.41,0
90,58,10,1,11,72,3,11.59,0
98,80,10,1,11,72,3,11.36,0
2,0,7,0,0,,0,0,0
54,49,7,0,11,72,4,11.16,0
32,33,7,0,8,54,2,6.69,0
100,108,10,1,11,72,2,9.05,0
90,98,10,1,11,72,2,11.7,0
54,44,7,0,6,42,4,7.68,0
68,60,10,1,11,72,3,12.81,0
71,68,10,1,11,72,3,9.82,0
26,24,7,0,3,0,2,3.1,0
73,78,10,1,11,72,3,13.76,0
71,69,7,0,11,48,3,8.73,0
48,56,7,0,6,0,4,4.6,0
63,66,10,1,11,72,2,12.2,0
35,34,7,0,7,60,3,8.15,0
70,55,10,1,11,72,3,10.6,0
67,69,7,0,9,42,4,8.56,0
65,67,10,1,9,72,2,10.81,0
31,43,7,0,9,30,3,10.5,0
63,39,7,0,4,0,4,3.89,0
63,76,10,1,11,72,4,12.44,0
68,79,10,1,11,72,3,10.54,0
103,104,10,1,11,72,4,10.78,0
52,25,7,0,3,24,3,5.48,0
59,52,7,0,9,60,2,10.02,0
46,49,7,0,9,66,3,8.4,0
99,103,10,1,11,72,4,14.89,0
72,87,10,1,11,72,1,10.17,0
58,55,7,0,8,66,3,9.48,0
69,70,10,1,11,72,4,13.22,0
45,49,10,1,11,72,4,13.3,0
74,77,10,1,11,72,3,12.44,0
65,77,10,1,11,72,3,11.9,0
68,85,10,1,11,72,4,13.27,0
55,59,7,0,10,66,4,9.21,0
50,57,10,1,11,72,4,12.97,0
51,70,10,1,11,72,4,14.57,0
99,94,10,1,11,72,3,11.26,0
70,77,10,1,11,72,3,12.81,0
59,55,10,1,11,72,3,13.79,0
72,88,10,1,11,72,4,13.96,0
1,0,7,0,0,,0,0,0
0,0,7,0,0,,0,0,0
46,77,10,1,11,72,4,11.49,0
57,69,10,1,11,72,3,12.93,0
75,69,10,1,11,72,4,12.11,0
80,90,10,1,11,72,4,12.6,0
0,0,7,0,0,,0,0,0
68,80,10,1,11,72,4,12.52,0
64,76,10,1,11,72,3,13.27,0
5,6,7,0,0,,0,0,0
60,72,10,1,11,72,4,11.9,0
69,67,7,0,10,72,3,10.34,0
51,59,10,1,11,72,3,14.7,0
49,63,10,1,11,72,4,13.31,0
70,72,10,1,11,72,4,12.89,0
48,48,7,0,11,72,2,10.61,0
79,89,10,1,11,72,4,10.72,0
64,46,7,0,8,30,3,8.17,0
50,51,7,0,11,60,3,11.08,0
89,87,10,1,11,72,4,13.12,0
41,49,6,0,11,72,3,9.95,0
6,10,6,0,0,0,1,1.74,0
19,16,6,0,2,24,2,3.69,0
34,22,6,0,7,42,2,7.17,0
62,75,10,1,11,72,3,12.52,0
88,76,10,1,11,72,4,10.83,0
0,0,6,0,0,,0,0,0
67,68,6,0,10,42,1,8.09,0
29,33,6,0,8,66,3,9.44,0
122,90,10,1,11,72,4,12.2,0
42,46,10,1,11,72,2,13.64,0
2,5,6,0,0,,1,0.95,0
36,35,6,0,6,0,1,3.9,0
31,32,6,0,4,42,4,4.46,0
0,0,6,0,0,,0,0,0
32,37,6,0,11,72,3,12.53,0
2,0,6,0,0,0,0,0,0
81,85,10,1,11,72,3,13.99,0
53,70,10,1,11,72,4,12.87,0
25,33,6,0,11,84,3,12.45,0
34,14,6,0,3,42,2,4.94,0
43,58,6,0,11,72,1,10.96,0
12,12,6,0,2,,1,3.25,0
26,35,6,0,9,72,2,8.99,0
20,27,6,0,4,60,2,5.67,0
41,42,6,0,11,90,3,9.78,0
46,46,6,0,9,66,2,10.06,0
75,90,10,1,11,72,4,14.48,0
34,36,6,0,6,60,3,8.2,0
9,12,6,0,1,30,2,3.33,0
54,44,6,0,9,42,4,11.49,0
55,78,10,1,11,72,3,12.03,0
49,60,6,0,9,66,3,8.51,0
95,90,10,1,11,72,4,12.2,0
109,106,10,1,11,72,3,10.34,0
26,33,6,0,8,,4,8.19,0
24,30,6,0,8,,3,8.09,0
64,37,6,0,10,72,3,11.23,0
91,63,10,1,11,72,4,13.63,0
48,52,6,0,11,78,4,9.87,0
0,1,6,0,0,,0,0,0
61,61,10,1,11,72,4,13.84,0
29,43,6,0,8,66,2,9.14,0
38,40,6,0,8,72,3,8.96,0
117,106,10,1,11,72,4,12.69,0
38,46,6,0,9,66,3,7.67,0
5,5,6,0,0,,0,0,0
30,43,6,0,11,84,3,11.73,0
64,62,10,1,11,72,3,13.02,0
15,27,6,0,3,66,4,8.05,0
3,7,6,0,0,,1,2.28,0
139,118,10,1,11,72,4,15.06,0
58,72,10,1,11,72,3,11.71,0
36,44,6,0,7,42,1,4.43,0
43,41,6,0,11,42,3,10.62,0
108,116,9,1,11,72,4,11.91,0
66,88,9,1,11,72,4,13.37,0
157,115,9,1,11,72,4,12.16,0
67,79,9,1,11,72,4,12.87,0
3,8,6,0,0,,2,3.49,0
74,108,9,1,11,72,4,12.82,0
79,94,9,1,11,72,4,10.94,0
67,49,6,0,11,84,2,12.72,0
111,89,9,1,11,72,4,13.6,0
1,1,6,0,0,,0,0,0
162,129,9,1,11,72,4,12.24,0
6,6,6,0,0,,0,0.55,0
14,23,6,0,7,0,1,4.68,0
63,43,6,0,10,54,2,7.43,0
51,51,6,0,11,66,3,10.53,0
60,54,6,0,8,42,3,6.44,0
39,31,6,0,4,18,3,4.47,0
4,0,6,0,0,0,0,0,0
33,36,6,0,9,54,3,9.28,0
81,95,9,1,11,72,4,13.07,0
82,60,9,1,11,72,4,13.32,0
119,97,9,1,11,72,4,13.14,0
0,0,6,0,0,,0,0,0
151,103,9,1,11,72,4,11.22,0
97,114,9,1,11,72,3,13.24,0
2,2,6,0,0,,0,0,0
3,7,6,0,1,24,1,1.59,0
6,6,6,0,0,42,0,2.01,0
44,88,9,1,9,72,4,12.1,0
35,40,6,0,10,66,1,11.09,0
42,51,6,0,11,42,4,10.53,0
30,38,6,0,7,60,2,7.39,0
51,56,6,0,11,66,3,11.39,0
68,44,6,0,11,78,3,10.49,0
86,128,9,1,11,72,3,12.74,0
49,40,6,0,9,66,3,10.26,0
117,110,9,1,11,72,4,10.7,0
87,110,9,1,11,72,4,12.53,0
44,51,6,0,11,72,3,13.51,0
115,98,9,1,11,72,3,11.92,0
106,97,9,1,11,72,4,11.56,0
28,37,6,0,9,60,3,9.59,0
14,23,6,0,4,66,1,7.19,0
34,43,6,0,9,66,3,8.82,0
85,112,9,1,11,72,4,11.48,0
138,133,9,1,11,72,4,12.68,0
96,94,9,1,11,72,4,14.41,0
25,34,6,0,6,30,3,5.27,0
43,42,6,0,11,60,3,10.27,0
18,24,6,0,5,60,0,5.23,0
127,99,9,1,11,72,4,11.58,0
43,38,6,0,8,54,2,7.4,0
15,25,6,0,4,18,2,4.09,0
38,43,6,0,9,30,1,8.66,0
26,61,9,1,11,72,4,14.61,0
157,98,9,1,11,72,3,11.55,0
13,15,6,0,4,18,1,3.41,0
200,146,9,1,11,72,4,12.61,0
71,89,9,1,11,72,3,11.35,0
122,110,9,1,11,72,3,11.28,0
18,19,6,0,3,,1,3.75,0
47,42,6,0,7,18,3,7.06,0
146,124,9,1,11,72,4,10.75,0
48,57,6,0,8,72,2,9.38,0
48,42,6,0,11,78,4,12.97,0
185,138,9,1,11,72,4,13.36,0
38,20,6,0,8,0,2,7.85,0
49,91,9,1,11,72,4,13.15,0
23,44,6,0,9,72,4,10.85,0
22,28,6,0,5,18,1,5.32,0
43,32,6,0,9,0,3,5.71,0
40,48,6,0,10,66,3,9.25,0
159,110,9,1,11,72,4,11.82,0
58,39,6,0,6,48,3,5.61,0
41,55,6,0,11,72,3,10.74,0
35,47,6,0,11,84,4,12.15,0
38,45,6,0,9,66,3,8.39,0
69,114,9,1,10,72,4,12.21,0
45,58,6,0,11,66,4,9.4,0
34,40,6,0,11,72,3,10.68,0
121,120,9,1,11,72,3,13.69,0
77,88,8,1,11,72,2,11.12,0
44,47,6,0,8,72,4,11.28,0
87,93,8,1,11,72,2,10.76,0
56,79,8,1,9,72,3,10.33,0
49,37,6,0,9,48,4,8.78,0
73,80,8,1,11,72,3,13.8,0
38,35,6,0,3,0,4,2.95,0
128,123,8,1,11,72,3,12.23,0
48,62,8,1,7,72,1,8.89,0
50,38,6,0,11,72,4,11.1,0
7,4,6,0,0,,1,0.2,0
3,0,6,0,0,,0,0,0
42,60,8,1,9,72,3,10.85,0
75,99,8,1,9,72,2,9.4,0
58,65,8,1,11,72,4,11.58,0
44,47,6,0,9,42,3,9.6,0
126,109,8,1,10,72,4,11.22,0
51,61,6,0,11,0,2,9.66,0
66,83,6,0,11,42,3,11.14,0
83,115,8,1,11,72,3,10.95,0
65,58,8,1,11,72,3,10.89,0
8,9,6,0,0,0,2,0.55,0
70,84,8,1,11,72,3,10.84,0
28,34,6,0,7,0,2,6.7,0
69,55,6,0,11,54,1,9.31,0
94,90,8,1,11,72,3,12.36,0
42,51,6,0,9,72,4,10.06,0
2,6,6,0,0,12,0,0.79,0
49,65,6,0,9,66,3,10.36,0
62,72,8,1,11,72,3,13.54,0
68,47,6,0,11,66,4,11.33,0
109,149,8,1,11,72,3,12.53,0
41,41,6,0,11,0,3,9.97,0
32,38,6,0,9,90,3,9.66,0
121,102,8,1,9,72,2,10.2,0
101,96,8,1,9,72,2,8.84,0
39,44,6,0,8,42,3,8.2,0
8,14,6,0,2,18,1,3.09,0
21,21,6,0,4,0,3,5.33,0
4,8,6,0,1,0,0,2.32,0
