correcteds,correctors,created_at,PASS,Highest C Piscine,Final exam score,Number of group assignments,level,penalty
168,155,1,1,9,54,4,10.04,0
82,65,1,1,9,54,4,9,0
63,58,11,0,9,36,2,8.21,0
197,188,1,1,9,54,3,7.58,0
80,67,1,1,11,54,3,9.68,0
95,90,1,1,9,54,4,9.77,0
144,178,1,1,11,54,4,10.75,0
122,111,1,1,11,54,3,8.4,0
160,147,1,1,11,54,4,10.46,0
162,139,1,1,13,54,4,11.7,0
8,6,11,0,0,,0,0.79,0
140,121,1,1,11,54,4,11.23,0
159,145,1,1,11,54,4,10.23,0
168,160,1,1,11,54,4,10.88,0
152,128,1,1,9,54,4,9.86,0
140,114,1,1,11,54,4,8.81,0
203,202,1,1,11,54,4,11.08,0
22,18,11,0,2,,1,1.5,0
186,172,1,1,13,54,4,11.81,0
170,200,1,1,11,54,3,10.46,0
68,65,1,1,11,54,4,10.16,0
116,96,1,1,11,54,4,10.51,0
160,140,1,1,12,54,3,10.86,0
54,58,11,0,9,0,2,6.14,0
52,58,11,0,9,42,1,7.15,0
19,19,11,0,3,,2,1.88,0
65,60,11,0,9,42,3,7.44,0
54,50,11,0,8,18,2,4.8,0
125,100,1,1,11,54,4,13.08,0
28,24,11,0,4,12,2,2.1,0
47,42,11,0,7,42,2,4.45,0
100,101,1,1,13,54,4,11.61,0
43,36,11,0,12,90,1,12.59,0
140,139,1,1,11,54,3,11.5,0
2,3,11,0,0,,1,0.39,0
39,33,11,0,3,,2,3.78,0
49,48,11,0,9,54,4,8.85,0
206,202,1,1,7,54,4,10.09,0
182,153,1,1,11,54,3,9.32,0
138,132,1,1,11,54,3,11.15,0
72,72,1,1,11,54,4,8.89,0
62,50,11,0,11,42,3,9.43,0
42,37,11,0,7,18,2,3.78,0
190,182,1,1,11,54,2,10,0
156,177,1,1,11,54,4,10.96,0
25,22,11,0,6,48,1,4.95,0
102,109,1,1,13,54,4,10.58,0
51,52,11,0,8,66,3,7.34,0
9,5,11,0,1,,0,0.89,0
74,60,1,1,9,54,4,9.02,0
39,33,11,0,7,30,3,5.88,0
21,22,11,0,1,,1,0.93,0
30,39,11,0,5,60,2,5.6,0
103,127,1,1,12,54,4,10.8,0
28,25,11,0,5,66,1,4.6,0
77,79,11,0,7,18,3,7.1,0
162,122,1,1,11,54,4,10.64,0
127,112,1,1,11,54,4,11.65,0
16,17,11,0,1,,1,1.31,0
200,204,1,1,13,54,4,12.5,0
154,180,1,1,12,54,4,12.98,0
119,94,1,1,11,54,4,13.38,0
89,78,1,1,11,54,3,10.06,0
51,50,1,1,11,54,4,10.3,0
38,34,11,0,7,42,3,5.38,0
131,124,1,1,9,54,3,9.29,0
108,107,1,1,11,54,4,10.71,0
34,28,11,0,7,36,3,5.15,0
200,203,1,1,12,54,4,11.46,0
141,124,1,1,11,54,4,9.66,0
200,202,1,1,11,54,4,11.18,0
180,165,1,1,11,54,3,12.25,0
32,26,11,0,7,18,1,4.56,0
178,143,1,1,13,54,4,9.36,0
106,99,1,1,9,54,3,8.72,0
14,10,11,0,2,0,1,0.4,0
33,34,11,0,4,0,2,2.88,0
46,36,11,0,7,48,3,7.65,0
34,34,11,0,4,,2,2.67,0
10,9,11,0,1,,1,1.76,0
139,104,1,1,9,54,4,8.72,0
125,166,1,1,13,54,4,12.99,0
145,129,1,1,11,54,3,9.3,0
40,36,11,0,9,72,2,7.8,0
32,29,11,0,8,54,2,5.19,0
200,201,1,1,11,54,4,9.63,0
5,4,11,0,2,0,1,0.72,0
12,8,11,0,2,0,1,1.33,0
61,52,11,0,8,30,4,6.98,0
11,7,11,0,0,,1,1.34,0
118,97,1,1,11,54,4,11,0
12,22,11,0,1,,1,0.86,0
170,154,1,1,11,54,4,10.43,0
34,42,11,0,7,42,3,3.86,0
46,40,11,0,7,18,2,3.53,0
37,39,11,0,7,36,2,3.82,0
148,120,1,1,11,54,4,10.91,0
47,41,11,0,8,36,2,6.8,0
85,73,1,1,11,54,2,7.93,0
4,0,11,0,0,,0,0.3,0
116,143,9,1,9,60,3,7.53,0
91,150,9,1,9,60,3,7.69,0
62,62,9,1,11,60,3,8.77,0
39,33,9,1,9,60,2,6.43,0
68,115,9,1,7,60,3,6.49,0
118,120,9,1,11,60,3,9.28,0
41,38,9,1,6,60,2,6.41,0
126,134,9,1,8,60,2,5.82,0
123,134,9,1,8,60,2,5.82,0
57,50,11,0,8,30,2,6.82,0
17,13,11,0,5,0,1,0.96,0
33,64,9,1,8,60,0,5.67,0
70,74,11,0,6,24,2,6.26,0
55,50,11,0,11,36,3,8.61,0
58,47,9,1,8,60,3,8.28,0
48,41,11,0,7,54,3,5.29,0
115,96,9,1,9,60,2,9.23,0
34,27,11,0,6,12,2,3.68,0
48,41,11,0,8,24,2,5.31,0
102,124,9,1,9,60,3,7.48,0
39,45,10,0,8,84,1,10,0
27,29,10,0,3,24,3,2.17,0
49,44,10,0,7,60,3,6.85,0
44,39,9,1,7,60,3,7.63,0
65,51,9,1,8,60,3,7.52,0
80,80,9,1,11,60,4,11.08,0
41,39,10,0,7,0,4,6.34,0
133,130,9,1,9,60,3,9.06,0
97,110,9,1,8,60,2,6.88,0
108,119,9,1,8,60,2,6.45,0
115,96,9,1,9,60,3,8.58,0
30,29,10,0,7,0,3,4.95,0
65,59,9,1,5,60,3,4.98,0
44,39,10,0,6,18,2,5.64,0
120,141,9,1,7,60,1,5.1,0
121,100,9,1,9,60,3,8.54,0
18,13,10,0,2,12,0,0.87,0
104,99,9,1,11,60,3,7.66,0
12,8,10,0,1,,2,0.94,0
144,98,9,1,9,60,3,8.25,0
54,52,9,1,7,60,3,6.39,0
64,55,9,1,9,60,3,7.37,0
65,37,8,1,13,60,4,6.75,0
108,104,8,1,13,60,4,3.7,0
86,96,8,1,13,60,3,2.85,0
59,55,10,0,5,42,4,6.25,0
40,33,8,1,6,60,3,7.59,0
57,49,8,1,9,60,4,11.65,0
37,34,8,1,7,60,3,9.16,0
104,83,8,1,9,60,3,10.35,0
48,43,8,1,7,60,2,7.15,0
102,92,8,1,13,60,4,3.76,0
113,88,8,1,7,60,3,7.09,0
113,132,8,1,11,60,2,9,0
144,131,8,1,8,60,3,8.26,0
48,51,10,0,11,12,3,8.25,0
45,36,10,0,6,0,3,3.46,0
120,104,8,1,9,60,3,9.82,0
33,33,10,0,8,42,1,7.54,0
54,51,10,0,6,18,3,4.65,0
26,24,10,0,6,18,0,3.48,0
40,34,10,0,7,30,3,4.98,0
54,52,8,1,8,60,3,9.6,0
48,46,10,0,7,0,3,7.04,0
34,27,10,0,6,0,2,7.36,0
2,1,10,0,0,,0,1.23,0
71,65,8,1,9,60,2,9.71,0
127,186,8,1,8,60,1,8.82,0
135,128,8,1,8,60,3,8.37,0
55,54,8,1,8,60,2,7.66,0
152,112,8,1,8,60,3,8.21,0
140,121,8,1,11,60,4,11.69,0
74,67,8,1,11,60,3,9.35,0
44,38,10,0,7,48,2,6.36,0
60,50,8,1,9,60,2,8.28,0
51,45,8,1,8,60,3,8.79,0
47,46,10,0,8,24,3,7.15,0
115,100,8,1,11,60,4,11.75,0
7,5,10,0,0,,0,0.55,0
22,25,10,0,4,24,1,4.12,0
63,52,8,1,7,60,2,6.79,0
53,50,10,0,7,18,3,4.74,0
85,74,8,1,13,60,4,4.4,0
102,114,8,1,13,60,3,3.64,0
36,46,10,0,7,48,2,6.06,0
165,173,8,1,13,60,4,4.03,0
43,40,10,0,6,42,2,6.25,0
68,70,8,1,13,60,4,2.68,0
48,45,10,0,7,30,2,6.61,0
104,86,8,1,13,60,4,5.9,0
42,36,10,0,8,24,3,8.62,0
125,163,8,1,13,60,4,4.29,0
98,77,7,1,4,60,2,6.28,0
50,44,9,1,9,60,3,7.07,0
57,48,14,1,9,60,3,10.26,0
89,83,14,1,9,60,3,6.91,0
52,46,14,1,9,60,2,9.21,0
51,51,14,1,9,60,4,9.49,0
48,41,10,0,6,0,1,4.33,0
37,28,14,1,7,60,2,5.28,0
44,40,14,1,9,60,2,6.39,0
18,17,10,0,4,,1,2.94,0
43,39,14,1,8,60,2,7.1,0
37,26,14,1,9,60,3,7.98,0
62,54,10,0,6,0,3,4.37,0
60,50,14,1,8,60,4,10.22,0
58,57,14,1,7,60,2,6.65,0
51,43,14,1,8,60,2,7.18,0
43,35,14,1,7,60,2,5.53,0
42,37,10,0,6,60,4,7.27,0
23,21,10,0,6,12,2,3.18,0
68,64,14,1,9,60,2,9.3,0
47,43,10,0,5,54,4,6.65,0
75,74,14,1,11,60,3,11.09,0
46,49,14,1,8,60,2,7.37,0
49,55,14,1,7,60,2,4.37,0
59,52,14,1,9,60,3,9.28,0
25,19,10,0,6,12,3,3.64,0
26,24,10,0,6,0,2,1.96,0
29,23,10,0,7,30,3,5.29,0
34,33,14,1,7,60,1,6.06,0
46,42,14,1,8,60,2,7.33,0
41,43,14,1,8,60,2,6.35,0
50,44,14,1,9,60,2,8.84,0
75,71,14,1,10,60,3,9.64,0
38,39,14,1,8,60,2,6.7,0
37,36,10,0,6,30,3,6.94,0
57,48,14,1,9,60,2,8.46,0
38,40,14,1,8,60,3,7.71,0
59,52,14,1,9,60,2,7.74,0
49,42,14,1,9,60,2,7.9,0
39,32,14,1,7,60,2,7.12,0
41,37,14,1,9,60,3,8.93,0
44,37,10,0,6,30,2,4.14,0
68,67,14,1,9,60,1,7.82,0
30,26,14,1,9,60,2,8.25,0
6,4,10,0,2,,2,1.08,0
27,25,10,0,6,12,2,4.73,0
57,62,10,0,8,42,4,7.79,0
51,48,10,0,7,48,1,4.88,0
47,43,10,0,8,18,2,5.59,0
61,62,14,1,7,60,2,6.84,0
43,43,14,1,6,60,2,4.82,0
35,38,10,0,7,48,3,5.12,0
49,43,10,0,9,54,3,7.68,0
74,65,14,1,9,60,2,8.84,0
40,41,14,1,8,60,1,7.97,0
45,40,14,1,8,60,1,7.61,0
46,42,14,1,8,60,3,8.07,0
37,31,14,1,8,60,1,6.42,0
41,40,10,0,7,48,2,5.76,0
60,56,14,1,9,60,2,4.96,0
61,57,14,1,8,60,3,7.41,0
35,32,14,1,7,60,1,7.52,0
52,45,14,1,9,60,3,8.95,0
41,35,13,1,8,60,1,5.76,0
35,31,10,0,6,0,1,4.51,0
28,28,10,0,4,0,0,1.34,0
15,11,10,0,3,0,0,1.07,0
71,72,10,0,8,54,2,7.16,0
47,44,13,1,7,60,2,9.12,0
9,5,10,0,2,,1,1.49,0
62,58,13,1,9,60,3,7.68,0
78,67,13,1,7,60,2,5.61,0
14,13,10,0,2,,2,2.68,0
24,19,10,0,3,0,2,2.34,0
40,37,10,0,7,42,3,6.26,0
49,42,10,0,6,30,3,4.97,0
45,44,10,0,8,30,3,6.62,0
60,53,10,0,11,42,3,10.2,0
49,48,10,0,7,36,2,5.28,0
68,79,13,1,9,60,3,7.6,0
49,43,13,1,8,60,2,8.72,0
73,67,13,1,7,60,2,7.28,0
49,43,13,1,7,60,0,7.07,0
36,32,10,0,7,30,2,5.87,0
53,46,10,0,8,36,4,7.33,0
55,55,13,1,7,60,1,6.66,0
57,60,10,0,7,12,4,4.91,0
61,50,13,1,7,60,2,4.67,0
45,41,10,0,8,30,3,5.73,0
50,52,13,1,7,60,3,7.83,0
80,72,13,1,8,60,3,8.63,0
63,54,13,1,7,60,1,7.69,0
40,33,10,0,7,30,2,3.73,0
29,21,10,0,7,30,3,4.12,0
40,39,13,1,7,60,2,4.07,0
77,98,10,0,9,66,2,6.19,0
74,75,13,1,7,60,2,6,0
77,73,13,1,9,60,4,7.21,0
52,44,13,1,8,60,1,5.59,0
68,54,13,1,9,60,2,7.55,0
48,48,13,1,7,60,1,7.3,0
38,35,10,0,3,0,1,2.7,0
34,30,10,0,7,36,2,5.44,0
113,103,11,1,9,60,2,7.18,0
18,14,10,0,3,0,1,1.34,0
44,49,10,0,6,,4,4.87,0
90,96,11,1,7,60,2,4.51,0
77,61,11,1,6,60,3,3.93,0
105,95,11,1,9,60,3,8.4,0
32,27,10,0,7,18,2,4.19,0
70,62,11,1,8,60,4,7.89,0
49,52,10,0,6,72,4,8.53,0
1,0,10,0,0,,1,0.2,0
112,101,11,1,11,60,2,8.7,0
105,88,11,1,9,60,2,7.98,0
45,42,10,0,6,0,4,7.07,0
43,30,10,0,11,84,3,11.73,0
94,77,11,1,10,60,2,8.38,0
20,17,10,0,3,0,3,2.48,0
80,64,11,1,9,60,3,11.01,0
33,25,11,1,5,60,1,5.74,0
46,64,10,0,6,24,2,4.43,0
31,27,10,0,4,18,1,3.23,0
74,139,11,1,9,60,1,7.06,0
31,32,10,0,6,18,1,5.08,0
26,33,10,0,5,12,2,2.62,0
12,12,10,0,1,,2,1.8,0
31,32,10,0,8,12,1,4.38,0
122,162,11,1,9,60,3,8.97,0
102,87,11,1,9,60,4,11.15,0
75,68,11,1,8,60,2,10.28,0
27,22,10,0,7,42,1,6.95,0
74,62,11,1,8,60,3,7.67,0
93,91,11,1,7,60,3,6.87,0
51,95,11,1,9,60,0,6.72,0
35,39,10,0,8,0,1,4.22,0
97,90,11,1,9,60,4,9.6,0
78,75,11,1,7,60,2,6.73,0
44,36,11,1,9,60,3,7.13,0
37,34,10,0,6,24,0,4.59,0
41,38,10,0,7,48,2,6.13,0
36,34,10,0,8,48,1,6.53,0
97,74,11,1,9,60,2,5.14,0
92,99,11,1,9,60,3,9.49,0
149,125,11,1,9,60,4,9.22,0
32,31,10,0,6,48,2,3.8,0
138,127,11,1,8,60,3,4.89,0
46,44,10,0,9,72,3,9.7,0
54,46,11,1,7,60,2,8.47,0
6,2,10,0,1,,0,0.74,0
75,67,11,1,8,60,3,8.05,0
58,60,11,1,7,60,3,7.37,0
200,183,11,1,8,60,3,7.53,0
81,70,10,1,9,60,3,8.09,0
6,6,10,0,0,,2,0.82,0
98,83,10,1,6,60,3,5.96,0
89,74,10,1,7,60,2,7.04,0
41,34,10,0,6,36,2,5.57,0
58,45,10,1,7,60,1,8.03,0
38,33,10,0,7,18,2,4.2,0
35,33,10,0,4,18,1,3.8,0
9,5,10,0,1,,0,1.2,0
43,36,10,0,11,42,2,8.98,0
105,101,10,1,9,60,3,10.27,0
64,67,10,1,7,60,2,6.68,0
118,114,10,1,9,60,4,7.83,0
28,23,10,0,6,48,1,5.99,0
4,5,10,0,0,,1,0.95,0
135,138,10,1,7,60,3,7.13,0
116,98,10,1,8,60,4,10.61,0
26,19,10,0,7,66,4,8.95,0
34,50,10,0,3,0,3,2.34,0
99,87,10,1,8,60,3,9.06,0
47,46,10,0,7,12,2,5.06,0
11,9,10,0,3,0,1,2.5,0
93,86,10,1,9,60,3,9.38,0
63,62,10,1,7,60,2,6.04,0
112,101,10,1,6,60,2,6.03,0
59,48,10,1,7,60,2,6.49,0
102,121,10,1,6,60,3,7.42,0
11,7,10,0,2,,1,1.74,0
37,33,10,1,7,60,1,8.53,0
83,66,10,1,7,60,2,8.26,0
49,52,10,0,9,30,2,4.94,0
15,9,10,0,2,30,2,2.42,0
16,9,10,0,2,0,3,4.15,0
32,34,10,0,4,12,1,2.02,0
106,82,10,1,11,60,3,7.88,0
98,86,10,1,9,60,3,7.19,0
30,24,10,0,4,12,1,4.74,0
77,90,10,0,9,54,2,7.88,0
83,94,10,1,4,60,3,4.75,0
27,18,10,0,4,12,0,3.77,0
9,4,10,0,0,0,1,0.55,0
179,159,10,1,9,60,4,9.03,0
98,85,10,1,11,60,2,10.61,0
34,33,10,0,8,,1,6.36,0
133,115,10,1,11,60,2,8.89,0
131,128,10,1,11,60,3,10.89,0
63,60,10,1,7,60,2,7.51,0
66,57,10,1,9,60,3,9.38,0
35,31,10,0,6,66,0,8.1,0
72,76,10,1,9,60,3,8.06,0
65,71,10,0,8,42,3,7.24,0
44,48,10,1,8,60,2,6.89,0
53,52,10,0,8,36,2,5.69,0
173,143,10,1,8,60,4,7.82,0
27,20,10,0,4,54,3,3.58,0
25,22,10,0,6,12,2,3,0
21,18,10,0,0,,1,0.74,0
9,8,10,0,0,,1,1.3,0
127,121,10,1,9,60,2,8.43,0
122,112,10,1,8,60,4,8.33,0
52,59,10,0,8,12,3,7.11,0
139,118,10,1,12,60,4,12.82,0
69,68,10,1,8,60,3,7.54,0
129,138,10,1,9,60,4,9.45,0
116,126,10,1,7,60,4,7.32,0
59,53,10,0,11,66,2,8.64,0
38,34,10,1,7,60,3,5.85,0
52,53,10,0,7,18,2,4.69,0
33,33,10,0,6,18,1,4.99,0
172,190,10,1,9,60,2,7.42,0
22,20,10,0,3,0,1,3,0
38,31,10,0,6,30,2,5.64,0
115,104,10,1,9,60,2,7.88,0
146,134,10,1,8,60,3,8.22,0
8,6,10,0,1,,1,0.93,0
69,62,12,1,8,60,2,4.8,0
19,14,10,0,3,0,1,1.77,0
38,34,10,0,9,72,0,9.48,0
67,63,12,1,7,60,3,7.47,0
46,40,12,1,7,60,1,8.56,0
77,58,12,1,8,60,3,7.85,0
46,41,12,1,8,60,2,6.8,0
44,40,12,1,6,60,2,5.52,0
58,52,12,1,12,60,2,9.82,0
34,30,10,0,6,48,1,6.01,0
85,63,12,1,7,60,2,6.57,0
44,43,10,0,9,72,2,11.47,0
57,58,10,0,11,84,4,11.69,0
63,68,12,1,9,60,2,7.95,0
10,5,10,0,2,,0,3.52,0
83,94,12,1,7,60,3,5.95,0
12,10,10,0,2,0,2,1.72,0
51,45,12,1,7,60,2,6.18,0
61,63,10,0,9,42,4,8.62,0
25,22,10,0,4,0,1,3.36,0
65,61,10,0,9,42,3,8.63,0
75,65,12,1,8,60,3,7.16,0
15,10,10,0,4,36,1,3.53,0
29,23,10,0,4,6,3,4.86,0
79,62,12,1,7,60,2,5.59,0
98,103,12,1,8,60,2,6.2,0
42,38,10,0,7,18,3,4.8,0
14,13,10,0,4,,2,2.85,0
44,43,10,0,7,18,3,5.41,0
112,109,12,1,7,60,2,7.27,0
60,58,12,1,7,60,3,7.97,0
72,64,12,1,7,60,2,8.5,0
68,65,10,0,11,72,4,11.11,0
47,44,10,0,9,36,2,3.89,0
40,33,10,0,11,72,3,11.01,0
109,98,12,1,7,60,3,6.51,0
14,9,12,1,4,60,3,5.91,0
55,49,12,1,7,60,1,5.26,0
30,33,10,0,7,48,1,4.14,0
20,18,10,0,3,12,0,1.3,0
95,99,12,1,7,60,3,7.06,0
43,37,12,1,9,60,2,8.03,0
92,86,12,1,9,60,3,7.36,0
22,25,10,0,3,0,1,3.04,0
55,41,12,1,7,60,2,6.35,0
30,29,10,0,7,42,2,4.94,0
61,61,12,1,8,60,1,7.49,0
95,92,12,1,7,60,3,6.19,0
16,16,10,0,2,,1,3.42,0
77,67,12,1,7,60,3,5.59,0
86,77,12,1,9,60,2,6.49,0
79,84,12,1,7,60,2,5.56,0
31,33,10,0,7,18,2,4.35,0
33,31,10,0,6,6,2,4.22,0
135,135,12,1,9,60,3,9.12,0
149,122,12,1,9,60,3,8.45,0
38,35,10,0,7,18,3,5.58,0
46,42,12,1,7,60,1,4.26,0
42,46,10,0,9,42,1,6.56,0
47,41,10,0,8,60,1,5.94,0
31,31,10,0,6,30,2,3.91,0
28,23,10,0,3,0,2,1.64,0
73,69,12,1,8,60,3,7.91,0
87,87,12,1,9,60,3,9.05,0
8,10,10,0,0,,2,0.82,0
91,82,12,1,7,60,2,6.54,0
54,55,10,0,9,48,3,6.61,0
119,102,12,1,9,60,1,7.37,0
88,80,12,1,9,60,1,6.5,0
110,99,12,1,8,60,3,8.84,0
55,54,12,1,6,60,2,6.45,0
70,64,12,1,7,60,3,7.26,0
20,18,10,0,4,24,0,2.55,0
123,121,12,1,9,60,2,8.73,0
27,22,10,0,4,48,4,2.52,0
84,65,12,1,11,60,3,11.52,0
87,74,12,1,6,60,2,7.68,0
69,79,12,1,9,60,1,7.89,0
67,60,12,1,9,60,1,7.87,0
58,60,12,1,6,60,1,6.27,0
116,109,12,1,9,60,4,7.93,0
2,4,12,0,0,,0,0.2,0
82,81,12,1,8,60,2,7.82,0
69,71,12,1,8,60,3,6.51,0
2,0,12,0,0,,0,0.78,0
16,13,12,0,4,6,2,2.51,0
22,24,12,0,6,18,1,2.24,0
17,12,12,0,1,,1,3.65,0
69,57,12,1,9,60,2,8.53,0
124,109,12,1,7,60,2,6.59,0
60,61,12,1,8,60,2,8.52,0
36,37,12,0,6,0,2,4.43,0
48,46,12,1,7,60,1,8.06,0
85,73,12,1,11,60,3,10.05,0
106,93,12,1,9,60,3,8.16,0
8,7,12,0,0,,0,0.55,0
87,71,12,1,8,60,3,9.75,0
48,49,12,1,9,60,2,8.78,0
87,77,12,1,7,60,2,7.59,0
92,75,12,1,9,60,3,8.61,0
91,77,12,1,11,60,3,10.66,0
44,41,12,0,9,54,2,7.97,0
13,14,12,0,2,0,1,0.93,0
2,0,12,0,0,,0,1.05,0
7,4,12,0,0,,0,1.13,0
89,78,12,1,11,60,3,9.79,0
87,75,12,1,11,60,2,8.27,0
29,27,12,0,7,18,1,3.44,0
85,158,12,1,9,60,1,6.52,0
113,103,12,1,7,60,3,6.49,0
45,36,12,1,8,60,2,6.73,0
59,49,12,1,6,60,1,5.07,0
29,25,12,0,6,30,3,3.6,0
61,55,12,1,9,60,3,6.9,0
51,46,12,1,8,60,3,8.22,0
12,9,12,0,3,,1,2.23,0
57,82,12,1,12,60,2,9.87,0
23,24,12,0,3,,1,2.36,0
88,68,12,1,9,60,3,11.39,0
47,49,12,0,9,54,3,6.54,0
87,82,12,1,8,60,2,6.97,0
82,75,12,1,8,60,3,8.45,0
53,58,12,0,8,54,2,5.95,0
29,24,12,0,7,54,2,5.56,0
93,82,12,1,9,60,2,8.04,0
42,36,12,0,6,30,3,4.38,0
54,50,12,0,8,54,3,6.56,0
91,85,12,1,7,60,3,6.97,0
88,122,12,1,9,60,1,7.13,0
129,119,12,1,9,60,3,8.59,0
113,102,12,1,9,60,3,8.9,0
29,29,12,1,7,60,3,4.16,0
8,6,12,0,1,,0,1.11,0
7,2,12,0,0,12,1,0.74,0
72,71,12,1,11,60,3,9.46,0
80,72,12,1,9,60,2,8.76,0
38,34,12,0,8,36,1,5.5,0
93,80,12,1,11,60,3,8.48,0
106,88,12,1,11,60,3,8.94,0
126,125,12,1,12,60,2,10.85,0
62,48,12,1,7,60,3,4.57,0
81,71,12,1,8,60,2,7,0
49,40,12,1,6,60,2,6.76,0
83,63,12,1,9,60,3,11.18,0
10,7,12,0,0,,1,1.12,0
87,75,12,1,8,60,3,8.77,0
24,19,12,0,3,0,2,2.83,0
129,129,12,1,11,60,4,9.55,0
70,55,12,1,4,60,3,5.61,0
70,63,12,1,6,60,3,7.67,0
44,46,12,0,6,48,1,6,0
24,25,12,0,6,6,2,2.85,0
95,94,12,1,11,60,3,10.81,0
52,50,12,0,7,24,0,4.35,0
110,108,12,1,8,60,3,9.43,0
113,120,11,1,9,60,3,6.3,0
81,69,11,1,7,60,3,7.11,0
38,40,11,1,8,60,2,7.66,0
76,74,11,1,8,60,3,6.93,0
69,63,12,0,8,42,3,7.83,0
6,5,12,0,2,,1,1.61,0
84,59,11,1,9,60,3,9.49,0
35,29,12,0,7,18,1,4.19,0
63,60,11,1,9,60,3,7.19,0
5,0,12,0,0,,1,0.33,0
112,105,11,1,11,60,3,12.47,0
83,70,11,1,8,60,2,9.02,0
56,46,9,1,7,60,3,7.84,0
121,92,7,1,11,60,2,10.74,0
133,120,7,1,11,60,4,9.26,0
129,112,7,1,9,60,3,8.16,0
71,101,7,1,8,60,1,6.85,0
27,22,12,0,6,18,2,3.78,0
131,97,7,1,11,60,3,10.05,0
58,50,7,1,9,60,3,7.6,0
10,11,12,0,2,0,0,0.35,0
19,14,12,0,4,,1,2.46,0
29,23,12,0,6,42,1,4.05,0
61,94,7,1,9,60,3,8.3,0
53,37,7,1,9,60,2,8.89,0
88,83,7,1,8,60,3,7.08,0
107,100,7,1,9,60,3,7.96,0
30,24,12,0,7,30,1,3.29,0
26,24,12,0,6,30,1,4.62,0
4,3,12,0,0,,0,0.33,0
16,15,12,0,1,,1,1.76,0
22,19,12,0,4,0,1,1.6,0
11,10,12,0,3,30,1,2.95,0
33,32,12,0,6,36,1,6.94,0
98,76,7,1,11,60,4,10.77,0
59,51,7,1,11,60,3,11.56,0
124,158,7,1,9,60,0,7.39,0
98,86,7,1,11,60,3,12.44,0
88,118,7,1,8,60,2,7.77,0
136,128,7,1,9,60,2,9.6,0
75,90,7,1,7,60,2,6.9,0
29,24,12,0,3,0,1,3.16,0
36,35,12,0,6,18,1,3.73,0
134,107,7,1,11,60,3,8.68,0
36,33,15,1,7,60,3,5.91,0
29,27,12,0,4,,1,4.67,0
55,51,15,1,8,60,3,9.29,0
46,43,15,1,8,60,2,8.54,0
42,39,15,1,8,60,3,7.54,0
61,57,15,1,11,60,4,10.09,0
13,16,12,0,0,,2,1.16,0
41,34,15,1,6,60,1,4.6,0
50,41,12,0,7,48,2,6.46,0
37,34,12,0,4,24,2,3.38,0
2,0,12,0,0,18,0,1.69,0
32,27,15,1,7,60,2,6.47,0
31,30,12,0,7,0,1,5.82,0
23,19,12,0,6,18,1,2.47,0
46,40,15,1,11,60,2,8.96,0
36,30,15,1,7,60,1,5.6,0
56,59,15,1,7,60,3,6.57,0
31,23,15,1,9,60,3,7.32,0
58,52,15,1,8,60,2,6.23,0
39,32,15,1,8,60,2,7.43,0
41,41,12,0,7,0,2,5.81,0
43,40,15,1,8,60,1,6.54,0
48,51,15,1,8,60,1,5.87,0
38,37,15,1,9,60,1,7.12,0
47,41,15,1,8,60,1,6.96,0
36,33,12,0,7,18,1,5.63,0
99,96,15,1,11,60,3,11.21,0
57,50,15,1,7,60,3,9.2,0
45,42,12,0,8,0,1,3.9,0
33,27,15,1,7,60,3,7.21,0
36,30,15,1,8,60,3,6.49,0
56,57,15,1,8,60,3,8.39,0
28,23,12,0,6,30,2,5.09,0
30,25,12,0,6,30,2,3.92,0
44,39,15,1,9,60,1,8.6,0
50,45,15,1,8,60,1,5.81,0
50,55,15,1,9,60,2,6.42,0
58,55,15,1,9,60,2,8.29,0
55,44,15,1,7,60,3,6.55,0
33,27,12,0,6,30,1,3.08,0
68,65,12,0,8,0,2,5.37,0
39,39,15,1,7,60,1,6.16,0
48,56,12,0,9,30,1,6.62,0
41,43,15,1,9,60,2,7.43,0
10,8,12,0,2,0,3,3.49,0
55,50,15,1,8,60,3,7.19,0
9,8,12,0,3,0,2,1.18,0
28,32,12,0,7,42,3,5.03,0
48,41,12,0,8,42,2,7.64,0
35,29,15,1,7,60,2,7.75,0
58,52,15,1,8,60,1,6.48,0
26,21,12,0,4,0,0,2.37,0
33,29,12,0,7,18,2,3.82,0
56,55,15,1,9,60,2,5.75,0
62,68,15,1,9,60,1,6.91,0
35,40,15,1,8,60,1,4.19,0
40,35,15,1,8,60,1,5.48,0
62,63,15,1,11,60,3,8.78,0
82,82,15,1,11,60,4,10.55,0
46,46,15,1,8,60,2,6.04,0
35,27,15,1,9,60,2,8.58,0
22,20,12,0,3,12,1,2.62,0
57,64,15,1,8,60,1,5.24,0
44,38,15,1,9,60,4,8.41,0
54,53,15,1,9,60,1,9.52,0
39,36,12,0,8,36,1,6.88,0
50,50,15,1,8,60,1,6.15,0
15,16,12,0,2,,1,1.66,0
22,23,12,0,2,,1,3.41,0
21,23,12,0,3,,2,3.16,0
64,57,15,1,9,60,2,6.53,0
53,60,15,1,9,60,3,7.32,0
92,87,15,1,8,60,2,7.66,0
44,40,12,0,6,30,2,6.12,0
39,42,15,1,8,60,1,6.28,0
42,38,15,1,8,60,2,7.68,0
48,41,15,1,9,60,1,9.14,0
46,62,12,0,6,0,1,3.99,0
44,39,15,1,7,60,1,7.16,0
33,27,14,1,9,60,3,6.96,0
35,31,14,1,7,60,2,6.23,0
37,33,12,0,7,36,1,4.49,0
